location_id,village_name,date,latitude,longitude,elevation_m,distance_river_ramganga,distance_river_kosi,distance_river_kailash,distance_river_deoha,distance_river_sarda,distance_dam_nanakSagar,Heavy_flood,Mid_flood,Low_flood,Unnamed: 15,rain_mm,dam_release_nanak_sagar,soil_type,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,LowFlood,MidFlood,HeavyFlood
,Pilibhit,9/2/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,10/2/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,11/2/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,12/2/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,13-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,14-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,15-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,16-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,17-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,18-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,19-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,20-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,6.14,,,,,,,,,,,,,,0,0,0
,Pilibhit,21-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,22-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,23-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,24-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,6.9,,,,,,,,,,,,,,0,0,0
,Pilibhit,25-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,26-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,27-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,28-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,29-02-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,1/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,7.17,,,,,,,,,,,,,,0,0,0
,Pilibhit,2/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,7.17,,,,,,,,,,,,,,0,0,0
,Pilibhit,3/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,4/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,5/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,6/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,7/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,8/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,9/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,10/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,11/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,12/3/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,13-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,14-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,15-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,16-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,17-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,18-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,19-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,20-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,21-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,22-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,23-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,24-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,25-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,26-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,27-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,28-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,29-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,3.17,,,,,,,,,,,,,,0,0,0
,Pilibhit,30-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,31-03-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,1/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,2/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,3/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,4/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,5/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,6/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,7/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,8/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,9/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,10/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,11/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,12/4/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,13-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,14-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,15-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,2.19,,,,,,,,,,,,,,0,0,0
,Pilibhit,16-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,17-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,18-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,19-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,20-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,21-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,22-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,23-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,24-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,25-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,26-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,27-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,28-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,29-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,30-04-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,1/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,2/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,3/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,4/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,2.01,,,,,,,,,,,,,,0,0,0
,Pilibhit,5/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,6/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,7/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,8/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,9/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,10/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,11/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,5.65,,,,,,,,,,,,,,0,0,0
,Pilibhit,12/5/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,13-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,14-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,15-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,16-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,17-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,18-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,19-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,20-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,21-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,22-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,23-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,24-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,25-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,26-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,7.04,,,,,,,,,,,,,,0,0,0
,Pilibhit,27-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,28-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,29-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,30-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,31-05-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,1/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,2/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,3/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,4/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,5/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,6/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,7/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,8/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,9/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,10/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,11/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,12/6/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,2.32,,,,,,,,,,,,,,0,0,0
,Pilibhit,13-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,14-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,1.08,,,,,,,,,,,,,,0,0,0
,Pilibhit,15-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,1.64,,,,,,,,,,,,,,0,0,0
,Pilibhit,16-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,17-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,18-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,19-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,13.55,,,,,,,,,,,,,,1,0,0
,Pilibhit,20-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,21-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,22-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,7.01,,,,,,,,,,,,,,0,0,0
,Pilibhit,23-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,24-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,7.01,,,,,,,,,,,,,,0,0,0
,Pilibhit,25-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,14.01,,,,,,,,,,,,,,1,0,0
,Pilibhit,26-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,54.86,,,,,,,,,,,,,,1,1,1
,Pilibhit,27-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,36.57,,,,,,,,,,,,,,1,1,1
,Pilibhit,28-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,29-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,30-06-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,1/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,10.33,,,,,,,,,,,,,,1,0,0
,Pilibhit,2/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,31,,,,,,,,,,,,,,1,1,1
,Pilibhit,3/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,31,,,,,,,,,,,,,,1,1,1
,Pilibhit,4/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,5/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,20.67,,,,,,,,,,,,,,1,1,0
,Pilibhit,6/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,54.1,,,,,,,,,,,,,,1,1,1
,Pilibhit,7/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,90.16,,,,,,,,,,,,,,1,1,1
,Pilibhit,8/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,36.07,,,,,,,,,,,,,,1,1,1
,Pilibhit,9/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,10/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,11/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,21.95,,,,,,,,,,,,,,1,1,0
,Pilibhit,12/7/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,21.95,,,,,,,,,,,,,,1,1,0
,Pilibhit,13-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,14-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,15-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,16-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,17-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,18-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,19-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,9.18,,,,,,,,,,,,,,1,0,0
,Pilibhit,20-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,21-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,19.97,,,,,,,,,,,,,,1,1,0
,Pilibhit,22-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,23-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,24-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,25-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,26-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,27-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,28-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,29-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,30-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,31-07-2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,46.81,,,,,,,,,,,,,,1,1,1
,Pilibhit,1/8/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,2/8/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,3/8/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,7.69,,,,,,,,,,,,,,0,0,0
,Pilibhit,4/8/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,0,,,,,,,,,,,,,,0,0,0
,Pilibhit,5/8/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,15.38,,,,,,,,,,,,,,1,1,0
,Pilibhit,6/8/2024,28.6279,79.8042,197,80450,61730,89760,4578.6,5094.4,57787.23,,,,,29.23,,,,,,,,,,,,,,1,1,1
